Symbol,Name,Sector,industry
CYTR,CytRx Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DAEG,Daegis Inc,Technology,Computer Software: Prepackaged Software
DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries
DARA,"DARA Biosciences, Inc.",Health Care,Major Pharmaceuticals
DAIO,Data I/O Corporation,Capital Goods,Electrical Products
DTLK,Datalink Corporation,Technology,EDP Services
DRAM,Dataram Corporation,Technology,Electronic Components
DWCH,Datawatch Corporation,Technology,Computer Software: Prepackaged Software
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
TRAK,"Dealertrack Technologies, Inc.",Technology,EDP Services
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing
DHRM,Dehaier Medical Systems Limited,Health Care,Medical/Dental Instruments
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants
DCTH,"Delcath Systems, Inc.",Health Care,Medical/Dental Instruments
DLIA,dELIA*s Inc.,Consumer Services,Catalog/Specialty Distribution
DELL,Dell Inc.,Technology,Computer Manufacturing
DGAS,"Delta Natural Gas Company, Inc.",Public Utilities,Oil & Gas Production
DNDN,Dendreon Corporation,Health Care,Major Pharmaceuticals
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants
XRAY,DENTSPLY International Inc.,Health Care,Medical/Dental Instruments
DEPO,"Depomed, Inc.",Health Care,Major Pharmaceuticals
DSCI,"Derma Sciences, Inc.",Health Care,Medical/Dental Instruments
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products
DXM,"Dex Media, Inc.",Consumer Services,Advertising
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments
DLLR,DFC Global Corp,Finance,Investment Bankers/Brokers/Service
DMND,"Diamond Foods, Inc.",Consumer Non-Durables,Packaged Foods
DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation
DGII,Digi International Inc.,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,Technology,EDP Services
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
DCIN,Digital Cinema Destinations Corp.,Consumer Services,Movies/Entertainment
DGIT,"Digital Generation, Inc.",Miscellaneous,Business Services
DRIV,"Digital River, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions
DIOD,Diodes Incorporated,Technology,Semiconductors
DTV,DIRECTV,Consumer Services,Telecommunications Equipment
DISCA,"Discovery Communications, Inc.",Consumer Services,Television Services
DISCB,"Discovery Communications, Inc.",Consumer Services,Television Services
DISCK,"Discovery Communications, Inc.",Consumer Services,Television Services
DSCO,"Discovery Laboratories, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DISH,DISH Network Corporation,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management
BAGR,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,Technology,Professional Services
DNBF,DNB Financial Corp,Finance,Major Banks
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.
HILL,Dot Hill Systems Corporation,Technology,Electronic Components
DBLE,Double Eagle Petroleum Company,Energy,Oil & Gas Production
DBLEP,Double Eagle Petroleum Company,Energy,Oil & Gas Production
DOVR,"Dover Saddlery, Inc.",Consumer Services,Other Specialty Stores
DRWI,DragonWave Inc,Public Utilities,Telecommunications Equipment
DWA,"Dreamworks Animation SKG, Inc.",Consumer Services,Movies/Entertainment
DRYS,DryShips Inc.,Transportation,Marine Transportation
DSKX,"DS Healthcare Group, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
DSPG,"DSP Group, Inc.",Technology,Semiconductors
DTSI,"DTS, Inc.",Miscellaneous,Multi-Sector Companies
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants
DRTX,"Durata Therapeutics, Inc.",Health Care,Major Pharmaceuticals
DRRX,Durect Corporation,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components
DYAX,Dyax Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BOOM,Dynamic Materials Corporation,Capital Goods,Industrial Specialties
DRCO,Dynamics Research Corporation,Technology,EDP Services
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,n/a,n/a
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions
EOPN,"E2open, Inc.",Technology,Computer Software: Prepackaged Software
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Savings Institutions
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation
EROC,"Eagle Rock Energy Partners, L.P.",Energy,Oil & Gas Production
ELNK,"EarthLink, Inc.",Technology,"Computer Software: Programming, Data Processing"
EWBC,"East West Bancorp, Inc.",Finance,Major Banks
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components
EIHI,"Eastern Insurance Holdings, Inc.",Finance,Property-Casualty Insurers
EVBS,"Eastern Virginia Bankshares, Inc.",Finance,Major Banks
EBAY,eBay Inc.,Miscellaneous,Business Services
EBIX,Ebix Inc,Technology,EDP Services
ELON,Echelon Corporation,Technology,Computer Communications Equipment
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing
ECTE,"Echo Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical
ECTY,"Ecotality, Inc.",Consumer Durables,Metal Fabrications
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGW,"Edgewater Technology, Inc.",Technology,"Computer Software: Programming, Data Processing"
EDMC,Education Management Corporation,Consumer Services,Other Consumer Services
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties
EVAC,Edwards Group Limited,Capital Goods,Fluid Controls
EFUT,eFuture Information Technology Inc.,Technology,EDP Services
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EHTH,"eHealth, Inc.",Finance,Specialty Insurers
BAGL,"Einstein Noah Restaurant Group, Inc.",Consumer Services,Restaurants
EMITF,Elbit Imaging Ltd.,Consumer Services,Building operators
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical
ESYS,Elecsys Corporation,Capital Goods,Industrial Machinery/Components
ELRC,Electro Rent Corporation,Technology,Diversified Commercial Services
ESIO,"Electro Scientific Industries, Inc.",Energy,Industrial Machinery/Components
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components
RDEN,"Elizabeth Arden, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks
LONG,"eLong, Inc.",Consumer Services,Transportation Services
ELTK,Eltek Ltd.,Technology,Electrical Products
EMCI,"EMC Insurance Group, Inc.",Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,Finance,Major Banks
EMKR,EMCORE Corporation,Technology,Semiconductors
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting
EMMSP,Emmis Communications Corporation,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants
ERS,"Empire Resources, Inc.",Basic Industries,Metal Fabrications
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,Finance,Finance Companies
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications
ENDP,Endo Health Solutions Inc.,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
EXXI,Energy XXI (Bermuda) Limited,Energy,Oil & Gas Production
ENOC,"EnerNOC, Inc.",Technology,"Computer Software: Programming, Data Processing"
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
ETRM,EnteroMedics Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EBTC,Enterprise Bancorp Inc,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EGT,Entertainment Gaming Asia Incorporated,Consumer Durables,Miscellaneous manufacturing industries
ENMD,"EntreMed, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTR,"Entropic Communications, Inc.",Technology,Semiconductors
ENVI,"Envivio, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
ENZN,"Enzon Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EONC,eOn Communications Corporation,Public Utilities,Telecommunications Equipment
EPIQ,"EPIQ Systems, Inc.",Technology,EDP Services
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,"Equinix, Inc.",Public Utilities,Telecommunications Equipment
EAC           ,Erickson Air-Crane Incorporated,Capital Goods,Aerospace
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
ESBF,ESB Financial Corporation,Finance,Savings Institutions
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
ESMC,Escalon Medical Corp.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ESSA,"ESSA Bancorp, Inc.",Finance,Banks
ESSX,Essex Rental Corporation,n/a,n/a
CLWT,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,Transportation,Marine Transportation
EVEP,"EV Energy Partners, L.P.",Energy,Oil & Gas Production
EVRY,"EveryWare Global, Inc.",Consumer Durables,Home Furnishings
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
EXA,Exa Corporation,Technology,Computer Software: Prepackaged Software
EXAS,EXACT Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXAC,"Exactech, Inc.",Health Care,Industrial Specialties
EXAR,Exar Corporation,Technology,Semiconductors
EDS,Exceed Company Ltd.,Consumer Non-Durables,Shoe Manufacturing
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services
EXPE,"Expedia, Inc.",Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,Health Care,Medical/Nursing Services
EXLP,"Exterran Partners, L.P.",Public Utilities,Natural Gas Distribution
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
EZCH,EZchip Semiconductor Limited,Technology,Computer Communications Equipment
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FRP,"FairPoint Communications, Inc.",Public Utilities,Telecommunications Equipment
FWM,Fairway Group Holdings Corp.,Consumer Services,Food Chains
FALC,"FalconStor Software, Inc.",Technology,Computer Software: Prepackaged Software
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods
FFKT,Farmers Capital Bank Corporation,Finance,Major Banks
FMNB,Farmers National Banc Corp.,Finance,Major Banks
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks
FBRC,FBR & Co,Finance,Investment Bankers/Brokers/Service
FDML,Federal-Mogul Corporation,Capital Goods,Auto Parts:O.E.M.
FNHC,Federated National Holding Company,Finance,Property-Casualty Insurers
FFCO,FedFirst Financial Corporation,Finance,Savings Institutions
FEIC,FEI Company,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FHCO,Female Health Company (The),Basic Industries,Specialty Chemicals
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,n/a,n/a
LION,Fidelity Southern Corporation,Finance,Major Banks
FDUS,Fidus Investment Corporation,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants
FSC,Fifth Street Finance Corp.,n/a,n/a
FSCFL,Fifth Street Finance Corp.,n/a,n/a
FSFR,Fifth Street Senior Floating Rate Corp.,n/a,n/a
FITB,Fifth Third Bancorp,Finance,Major Banks
FNGN,"Financial Engines, Inc.",Finance,Investment Managers
FISI,"Financial Institutions, Inc.",Finance,Major Banks
FNSR,Finisar Corporation,Technology,Semiconductors
FBNC,First Bancorp,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks
BUSE,First Busey Corporation,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks
FCVA,"First Capital Bancorp, Inc. (VA)",Finance,Major Banks
FCAP,"First Capital, Inc.",Finance,Savings Institutions
FCFS,"First Cash Financial Services, Inc.",Consumer Services,Other Specialty Stores
FCZA,First Citizens Banc Corp.,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks
FCLF,First Clover Leaf Financial Corp.,Finance,Savings Institutions
FCBC,"First Community Bancshares, Inc.",Finance,Major Banks
FCCO,First Community Corporation,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",Finance,Banks
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions
FFBH,"First Federal Bancshares of Arkansas, Inc.",Finance,Savings Institutions
FFNM,"First Federal of Northern Michigan Bancorp, Inc.",Finance,Major Banks
FFBC,First Financial Bancorp.,Finance,Major Banks
FFBCW,First Financial Bancorp.,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks
THFF,First Financial Corporation Indiana,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",Finance,Banks
FFKY,First Financial Service Corporation,Finance,Major Banks
INBK,First Internet Bancorp,Finance,Banks
FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks
FMFC,First M & F Corporation,Finance,Major Banks
FRME,First Merchants Corporation,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks
NBCB,First NBC Bank Holding Company,Finance,Major Banks
FNFG,First Niagara Financial Group Inc.,Finance,Major Banks
FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions
FSGI,"First Security Group, Inc.",Finance,Major Banks
FSLR,"First Solar, Inc.",Technology,Semiconductors
FSBK,First South Bancorp Inc,Finance,Major Banks
FTCS,First Trust Capital Strength ETF,n/a,n/a
BICK,First Trust Exchange-Traded Fund II First Trust BICK Index Fun,n/a,n/a
CU,First Trust Exchange-Traded Fund II First Trust ISE Global Cop,n/a,n/a
PLTM,First Trust Exchange-Traded Fund II First Trust ISE Global Pla,n/a,n/a
CARZ,First Trust Exchange-Traded Fund II First Trust NASDAQ Global ,n/a,n/a
HYLS,First Trust Exchange-Traded Fund IV First Trust High Yield Lon,n/a,n/a
FTSL,First Trust Exchange-Traded Fund IV First Trust Senior Loan Fu,n/a,n/a
TDIV,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol,n/a,n/a
MDIV,First Trust Exchange-Traded Fund VI Multi-Asset Diversified In,n/a,n/a
SKYY,First Trust ISE Cloud Computing Index Fund,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,n/a,n/a
FONE,First Trust NASDAQ CEA Smartphone Index Fund,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,n/a,n/a
QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,n/a,n/a
FUNC,First United Corporation,Finance,Major Banks
FBMI,Firstbank Corporation,Finance,Major Banks
SVVC,"Firsthand Technology Value Fund, Inc.",n/a,n/a
FMER,FirstMerit Corporation,Finance,Major Banks
FSRV,FirstService Corporation,Finance,Real Estate
FISV,"Fiserv, Inc.",Technology,EDP Services
FSCI,"Fisher Communications, Inc.",Consumer Services,Broadcasting
FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores
FLML,Flamel Technologies S.A.,Health Care,Major Pharmaceuticals
FLXS,"Flexsteel Industries, Inc.",Consumer Durables,Home Furnishings
FLEX,Flextronics International Ltd.,Technology,Electrical Products
FLIR,"FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components
FLOW,Flow International Corporation,Capital Goods,Industrial Machinery/Components
FLDM,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,Finance,Major Banks
FONR,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VIFL,"Food Technology Service, Inc.",Miscellaneous,Business Services
FES,Forbes Energy Services Ltd,Energy,Oilfield Services/Equipment
FORM,"FormFactor, Inc.",Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,Technology,EDP Services
FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment
FWRD,Forward Air Corporation,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties
FWLT,Foster Wheeler AG.,Basic Industries,Military/Government/Technical
FXCB,"Fox Chase Bancorp, Inc.",Finance,Savings Institutions
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications
FRNK,Franklin Financial Corporation,Finance,Savings Institutions
FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores
FREE,FreeSeas Inc.,Transportation,Marine Transportation
RAIL,"Freightcar America, Inc.",Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",Capital Goods,Electrical Products
FFN,FriendFinder Networks Inc.,Technology,"Computer Software: Programming, Data Processing"
FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment
FFEX,"Frozen Food Express Industries, Inc.",Transportation,Trucking Freight/Courier Services
FSBW,"FS Bancorp, Inc.",Finance,Banks
FSYS,"Fuel Systems Solutions, Inc.",Capital Goods,Auto Parts:O.E.M.
FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",Energy,Industrial Machinery/Components
FULL,Full Circle Capital Corporation,n/a,n/a
FULLL,Full Circle Capital Corporation,n/a,n/a
FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,Finance,Major Banks
FURX,"Furiex Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,Specialty Chemicals
FXEN,"FX Energy, Inc.",Energy,Oil & Gas Production
GK,"G&K Services, Inc.",Consumer Services,Other Consumer Services
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors
GAIA,"Gaiam, Inc.",Consumer Services,Movies/Entertainment
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GALTU,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GALTW,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GALE,"Galena Biopharma, Inc.",Health Care,Major Pharmaceuticals
GPIC,Gaming Partners International Corporation,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,n/a,n/a
GKNT,"Geeknet, Inc.",Consumer Services,Other Specialty Stores
GENC,Gencor Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks
GNCMA,"General Communication, Inc.",Public Utilities,Telecommunications Equipment
GFN,General Finance Corporation,Consumer Services,Other Specialty Stores
GFNCP,General Finance Corporation,Consumer Services,Other Specialty Stores
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.
GENT,Gentium SpA,Health Care,Major Pharmaceuticals
GTIV,"Gentiva Health Services, Inc.",Health Care,Medical/Nursing Services
GNVC,"GenVec, Inc.",Health Care,Major Pharmaceuticals
GMETP,"GeoMet, Inc.",Energy,Oil & Gas Production
GTWN,"Georgetown Bancorp, Inc.",Finance,Major Banks
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",Finance,Major Banks
GERN,Geron Corporation,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GIGA,Giga-tronics Incorporated,Capital Goods,Electrical Products
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GIVN,Given Imaging Ltd.,Health Care,Medical/Dental Instruments
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks
GLAD,Gladstone Capital Corporation,n/a,n/a
GLADP,Gladstone Capital Corporation,n/a,n/a
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODN,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,n/a,n/a
GAINP,Gladstone Investment Corporation,n/a,n/a
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
GLCH,"Gleacher & Company, Inc.",Finance,Investment Bankers/Brokers/Service
GLBZ,Glen Burnie Bancorp,Finance,Major Banks
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity plc,Finance,Property-Casualty Insurers
GLPW,Global Power Equipment Group Inc,Capital Goods,Metal Fabrications
GSOL,Global Sources Ltd.,Consumer Services,Advertising
SOCL,Global X Funds Global X Social Media Index ETF,n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,n/a,n/a
GAI,Global-Tech Advanced Innovations Inc.,Consumer Durables,Home Furnishings
GSM,Globe Specialty Metals Inc.,Capital Goods,Metal Fabrications
GCOM,Globecomm Systems Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
GLBS,Globus Maritime Limited,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,Technology,EDP Services
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation
GLDC,"Golden Enterprises, Inc.",Consumer Non-Durables,Packaged Foods
GBDC,"Golub Capital BDC, Inc.",n/a,n/a
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants
GOOG,Google Inc.,Technology,"Computer Software: Programming, Data Processing"
GMAN,"Gordmans Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",Miscellaneous,Business Services
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks
GMCR,"Green Mountain Coffee Roasters, Inc.",Consumer Non-Durables,Packaged Foods
GPRE,"Green Plains Renewable Energy, Inc.",Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",Finance,Banks
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers
GRIF,"Griffin Land & Nurseries, Inc.",Finance,Real Estate
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals
GRPN,"Groupon, Inc.",Technology,Advertising
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks
GSIG,"GSI Group, Inc.",Energy,Industrial Machinery/Components
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GSVC,GSV Capital Corp,n/a,n/a
GTAT,"GT Advanced Technologies, Inc.",Technology,Semiconductors
GTXI,"GTx, Inc.",Health Care,Major Pharmaceuticals
GPRC,Guanwei Recycling Corp.,Basic Industries,Containers/Packaging
GBNK,Guaranty Bancorp,Finance,Major Banks
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks
GUID,"Guidance Software, Inc.",Technology,Computer Software: Prepackaged Software
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals
GYRO,"Gyrodyne Company of America, Inc.",Consumer Services,Building operators
HEES,"H&E Equipment Services, Inc.",n/a,n/a
HNRG,Hallador Energy Company,Energy,Coal Mining
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HBK,"Hamilton Bancorp, Inc.",Finance,Savings Institutions
HBNK,"Hampden Bancorp, Inc.",Finance,Banks
HMPR,Hampton Roads Bankshares Inc,Finance,Major Banks
HBHC,Hancock Holding Company,Finance,Major Banks
HNH,Handy & Harman Ltd.,Capital Goods,Industrial Specialties
HAFC,Hanmi Financial Corporation,Finance,Major Banks
HNSN,"Hansen Medical, Inc.",Health Care,Industrial Specialties
